"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"53","PNW 2","PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2|PNW 2","440.7375|440.925|146.5|440.7|434|444.025|442.75|440.925|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|444.2375|442.8125|442.9875|443.4|440.725|444.6|440.7125|444.15|440.625|442.95|433|442.95|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|444.4|434|440.725|147.4125|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|449.025|447.75|445.925|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|449.2375|447.8125|447.9875|448.4|445.725|449.6|445.7125|449.15|445.625|447.95|440|447.95|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|449.4|434|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"54","PNW Regional","PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional|PNW Regional","440.7|434|440.925|147.4125|441.35|440.375|433.15|145.51|440.725|434|440.7125|444.15|434|433|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|434|440.725|147.4125|443.75|434|147.12","445.7|434|445.925|146.4125|446.35|445.375|449.65|147.51|445.725|434|445.7125|449.15|434|440|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|434|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"55","Parrot","Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot|Parrot","440.7375|440.925|146.5|440.7|434|444.025|442.75|440.925|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|444.2375|442.8125|442.9875|440.725|440.7125|444.15|440.625|442.95|433|442.95|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|444.4|434|440.725|147.4125|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|449.025|447.75|445.925|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|449.2375|447.8125|447.9875|445.725|445.7125|449.15|445.625|447.95|440|447.95|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|449.4|434|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"56","Public Service 1","Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1|Public Service 1","440.7375|440.925|146.5|440.7|434|440.925|147.4125|441.35|440.375|433.15|145.51|440.725|440.7125|444.15|433|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|434|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|434|445.925|146.4125|446.35|445.375|449.65|147.51|445.725|445.7125|449.15|440|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|434|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"57","Public Service 2","Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2|Public Service 2","440.7375|440.925|146.5|440.7|434|440.925|441.35|440.375|433.15|145.51|440.725|440.7125|444.15|433|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|434|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|434|445.925|446.35|445.375|449.65|147.51|445.725|445.7125|449.15|440|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|434|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"58","SNARS 1","SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1|SNARS 1","440.7375|440.925|146.5|440.7|440.925|441.35|433.15|145.51|434|440.7125|444.15|441.2875|444.125|147.4125|444.15|440.725","440.7375|445.925|147.5|445.7|445.925|446.35|449.65|147.51|434|445.7125|449.15|446.2875|449.125|146.4125|449.15|445.725","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"59","Sea/Analog UHF","440.1000 K7SLB|440.5250 W7ACS|440.6500 K7CH|441.8000 W7AW|442.8750 WA7UHF|442.9000 WA7LZO|443.0000 WA7ACS|443.4750 WA7ACS|443.5000 W7VMI|443.5500 W7SRZ|443.6500 W7ACS|443.7750 KG7CM|444.2250 KC7LFW|444.3750 AJ7JA|444.4250 WW7SEA|444.5500 WW7SEA|444.7000 WW7SEA|444.7750 K7IDS|444.8250 W7SRZ|GMRS 1|GMRS 2|GMRS 4|GMRS 6","440.1|440.525|440.65|441.8|442.875|442.9|443|443.475|443.5|443.55|443.65|443.775|444.225|444.375|444.425|444.55|444.7|444.775|444.825|462.55|462.575|462.625|462.675","445.1|445.525|445.65|446.8|447.875|447.9|448|448.475|448.5|448.55|448.65|448.775|449.225|449.375|449.425|449.55|449.7|449.775|449.825|467.55|467.575|467.625|467.675","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"60","Sea/Analog VHF","145.1100 KC7SAR|145.2100 W7DK|145.3100 KC7IYE|145.3300 K7NWS|145.3500 W7ZLJ|145.4700 K7CPR|145.4900 K7LWH|146.6200 WW7RA|146.6600 WA7ST|146.7800 N7EBB|146.8200 K7LED|146.9000 W7SRZ|146.9200 WB7VYA|146.9600 WW7PSR|147.0000 W7DX|147.0600 W7AW|147.1600 W7MIR|147.4375 KF7VUR","145.11|145.21|145.31|145.33|145.35|145.47|145.49|146.62|146.66|146.78|146.82|146.9|146.92|146.96|147|147.06|147.16|147.4375","144.51|144.61|144.71|144.73|144.75|144.87|144.89|146.02|146.06|146.18|146.22|146.3|146.32|146.36|146.4|147.66|147.76|146.4375","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"61","Simplex","DMR 145.79|DMR 145.51|DMR 441.00|DMR 446.5|DMR 446.075|DMR 433.45|FM 146.52|FM 446.000","145.79|145.51|441|446.5|446.075|433.45|146.52|446","145.79|145.51|441|446.5|446.075|433.45|146.52|446","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"62","SoCal","SoCal","434","434","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"63","TAC 1","TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1|TAC 1","440.7375|440.925|146.5|440.7|434|440.925|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|440.725|440.7125|444.15|434|433|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|444.4|434|440.725|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|445.925|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|445.725|445.7125|449.15|434|440|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|449.4|434|445.725|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"64","TAC 2","TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2|TAC 2","440.7375|440.925|146.5|440.7|434|440.925|440.925|147.4125|441.35|440.375|433.15|145.51|440.725|440.7125|444.15|434|433|441.2875|147.02|444.125|147.4125|444.15|444.4|434|440.725|147.4125|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|445.925|445.925|146.4125|446.35|445.375|449.65|147.51|445.725|445.7125|449.15|434|440|446.2875|147.62|449.125|146.4125|449.15|449.4|434|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"65","TAC 3","TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3|TAC 3","440.7375|440.925|146.5|440.7|440.925|440.925|147.4125|441.35|440.375|433.15|145.51|440.725|440.7125|444.15|441.2875|147.02|444.125|147.4125|444.15|444.4|440.725|147.4125|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|146.4125|446.35|445.375|449.65|147.51|445.725|445.7125|449.15|446.2875|147.62|449.125|146.4125|449.15|449.4|445.725|146.4125|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"66","TAC 310","TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310|TAC 310","440.7375|440.925|146.5|440.7|434|444.025|440.925|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|444.2375|442.8125|442.9875|443.4|444.6|434|440.7125|444.15|440.625|442.95|442.95|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|444.4|440.725|147.4125|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|449.025|445.925|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|449.2375|447.8125|447.9875|448.4|449.6|434|445.7125|449.15|445.625|447.95|447.95|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|449.4|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"67","TAC 311","TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311|TAC 311","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|440.375|444.7125|441.7|433.15|145.51|434|440.7125|444.15|147.4125|441.2875|444.125|147.4125|444.15|444.4|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|445.375|449.7125|446.7|449.65|147.51|434|445.7125|449.15|146.4125|446.2875|449.125|146.4125|449.15|449.4|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"68","TAC 312","TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312|TAC 312","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|444.7125|441.7|433.15|145.51|434|440.7125|444.15|147.4125|441.2875|444.125|147.4125|444.15|444.4|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|449.7125|446.7|449.65|147.51|434|445.7125|449.15|146.4125|446.2875|449.125|146.4125|449.15|449.4|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"69","TAC 313","TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313|TAC 313","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|440.375|433.15|145.51|440.7125|444.15|147.4125|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|445.375|449.65|147.51|445.7125|449.15|146.4125|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"70","TAC 314","TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314|TAC 314","440.7375|440.925|146.5|440.7|434|440.925|440.925|441.35|440.375|433.15|145.51|440.7125|444.15|147.4125|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|434|445.925|445.925|446.35|445.375|449.65|147.51|445.7125|449.15|146.4125|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"71","TAC 315","TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315|TAC 315","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|433.15|145.51|440.7125|444.15|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|449.65|147.51|445.7125|449.15|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"72","TAC 316","TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316|TAC 316","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|433.15|145.51|440.7125|444.15|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|449.65|147.51|445.7125|449.15|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"73","TAC 317","TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317|TAC 317","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|433.15|145.51|440.7125|444.15|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|449.65|147.51|445.7125|449.15|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"74","TAC 318","TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318|TAC 318","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|433.15|145.51|440.7125|444.15|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|449.65|147.51|445.7125|449.15|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"75","TAC 319","TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319|TAC 319","440.7375|440.925|146.5|440.7|440.925|440.925|441.35|440.375|433.15|145.51|440.7125|444.15|147.4125|441.2875|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|445.925|446.35|445.375|449.65|147.51|445.7125|449.15|146.4125|446.2875|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"76","TAC 8","TAC 8|TAC 8|TAC 8|TAC 8|TAC 8","434|434|433|434|434","434|434|440|434|434","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"77","TG 9","TG 9|TG 9|TG 9|TG 9|TG 9|TG 9","434|434|434|433|434|434","434|434|434|440|434|434","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"78","Texas","Texas","434","434","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"79","USA","USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA|USA","440.7375|440.925|146.5|440.7|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|440.725|440.7125|444.15|433|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|445.725|445.7125|449.15|440|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"80","Utah","Utah","434","434","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"81","Wash 1","Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1|Wash 1","440.7375|440.925|146.5|440.7|434|444.025|442.75|440.925|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|444.2375|442.8125|442.9875|443.4|440.725|444.6|434|440.7125|444.15|434|440.625|442.95|433|442.95|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|444.4|434|440.725|147.4125|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|449.025|447.75|445.925|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|449.2375|447.8125|447.9875|448.4|445.725|449.6|434|445.7125|449.15|434|445.625|447.95|440|447.95|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|449.4|434|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"82","Wash 2","Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2|Wash 2","440.7375|440.925|146.5|440.7|434|444.025|440.925|440.925|147.4125|441.35|440.375|444.7125|441.7|433.15|145.51|444.2375|442.8125|442.9875|443.4|440.725|444.6|440.7125|444.15|440.625|442.95|433|442.95|147.4125|441.2875|441.325|442.025|147.02|444.125|147.4125|444.15|444.4|434|440.725|147.4125|443.75|434|147.12","440.7375|445.925|147.5|445.7|434|449.025|445.925|445.925|146.4125|446.35|445.375|449.7125|446.7|449.65|147.51|449.2375|447.8125|447.9875|448.4|445.725|449.6|445.7125|449.15|445.625|447.95|440|447.95|146.4125|446.2875|446.325|447.025|147.62|449.125|146.4125|449.15|449.4|434|445.725|146.4125|448.75|434|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"83","Worldwide","Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide|Worldwide","440.7375|440.925|146.5|440.7|441.35|440.375|444.7125|441.7|433.15|145.51|443.4|444.6|440.7125|444.15|147.4125|441.2875|441.325|442.025|440.725","440.7375|445.925|147.5|445.7|446.35|445.375|449.7125|446.7|449.65|147.51|448.4|449.6|445.7125|449.15|146.4125|446.2875|446.325|447.025|445.725","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"84","Worldwide Englsh","Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh|Worldwide Englsh","440.7375|440.925|146.5|440.7|440.925|441.35|440.375|444.7125|441.7|433.15|145.51|443.4|444.6|440.7125|444.15|441.2875|441.325|442.025|440.725|147.4125|443.75|147.12","440.7375|445.925|147.5|445.7|445.925|446.35|445.375|449.7125|446.7|449.65|147.51|448.4|449.6|445.7125|449.15|446.2875|446.325|447.025|445.725|146.4125|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
